text_id,GPEs,neg,neu,pos,compound,evaluation
1127,"['Maryland', 'Undemocratic']",0.0,0.894,0.106,0.0772,positive
1130,,0.0,0.714,0.286,0.1531,positive
1131,,0.0,1.0,0.0,0.0,neutral
1138,,0.216,0.784,0.0,-0.296,negative
1139,,0.0,0.465,0.535,0.3182,positive
1141,,0.0,0.844,0.156,0.34,positive
1142,,0.0,1.0,0.0,0.0,neutral
1145,,0.253,0.616,0.13,-0.4215,negative
1147,,0.302,0.698,0.0,-0.4404,negative
1149,['Turkey'],0.0,1.0,0.0,0.0,neutral
1151,,0.241,0.759,0.0,-0.2263,negative
1152,,0.0,0.595,0.405,0.5267,positive
1156,,0.0,1.0,0.0,0.0,neutral
1157,['Oregon'],0.149,0.851,0.0,-0.1027,negative
1158,,0.231,0.769,0.0,-0.5106,negative
1159,"['US', 'Norway']",0.0,1.0,0.0,0.0,neutral
1161,['Palmyra'],0.0,1.0,0.0,0.0,neutral
1162,,0.256,0.744,0.0,-0.4767,negative
1164,['Russia'],0.077,0.718,0.204,0.3182,positive
1166,,0.0,1.0,0.0,0.0,neutral
1169,,0.661,0.339,0.0,-0.5994,negative
1171,,0.0,1.0,0.0,0.0,neutral
1174,,0.0,1.0,0.0,0.0,neutral
1176,['Syria'],0.262,0.537,0.201,-0.2263,negative
1177,,0.209,0.791,0.0,-0.4404,negative
1179,"['China', 'Russia']",0.0,1.0,0.0,0.0,neutral
1183,,0.0,0.724,0.276,0.6369,positive
1184,,0.0,0.631,0.369,0.4767,positive
1188,,0.0,0.686,0.314,0.4939,positive
1191,,0.0,1.0,0.0,0.0,neutral
1193,['Berkeley'],0.0,1.0,0.0,0.0,neutral
1197,,0.0,1.0,0.0,0.0,neutral
1198,,0.206,0.71,0.084,-0.4404,negative
1199,,0.459,0.541,0.0,-0.8176,negative
1201,,0.279,0.721,0.0,-0.4767,negative
1203,['France'],0.225,0.775,0.0,-0.7256,negative
1205,,0.0,1.0,0.0,0.0,neutral
1206,,0.0,0.811,0.189,0.4215,positive
1207,,0.0,1.0,0.0,0.0,neutral
1209,['US'],0.0,1.0,0.0,0.0,neutral
1210,['US'],0.286,0.542,0.172,-0.3182,negative
1212,,0.0,0.842,0.158,0.128,positive
1213,,0.141,0.859,0.0,-0.2023,negative
1214,['France'],0.233,0.767,0.0,-0.7256,negative
1217,,0.0,0.854,0.146,0.3367,positive
1220,['Yemen'],0.0,0.696,0.304,0.5423,positive
1223,,0.283,0.556,0.161,-0.2462,negative
1225,['Minnesota'],0.244,0.756,0.0,-0.4939,negative
1226,,0.201,0.799,0.0,-0.3089,negative
1227,,0.0,1.0,0.0,0.0,neutral
1228,,0.0,0.678,0.322,0.5859,positive
1229,,0.0,1.0,0.0,0.0,neutral
1230,,0.223,0.777,0.0,-0.3182,negative
1234,,0.403,0.597,0.0,-0.8442,negative
1238,['U.S.'],0.162,0.838,0.0,-0.4019,negative
1239,,0.314,0.686,0.0,-0.4939,negative
1241,['US'],0.394,0.606,0.0,-0.7579,negative
1244,,0.0,1.0,0.0,0.0,neutral
1247,,0.0,0.93,0.07,0.0129,neutral
1249,,0.0,1.0,0.0,0.0,neutral
1250,,0.0,1.0,0.0,0.0,neutral
1251,,0.481,0.519,0.0,-0.8807,negative
1253,,0.625,0.375,0.0,-0.875,negative
1255,,0.0,1.0,0.0,0.0,neutral
1256,,0.0,0.75,0.25,0.4576,positive
1257,,0.538,0.462,0.0,-0.7906,negative
1258,,0.537,0.463,0.0,-0.5859,negative
1261,,0.0,1.0,0.0,0.0,neutral
1262,,0.0,1.0,0.0,0.0,neutral
1264,,0.405,0.595,0.0,-0.5267,negative
1265,,0.0,0.791,0.209,0.4404,positive
1268,,0.0,1.0,0.0,0.0,neutral
1269,,0.0,0.803,0.197,0.4019,positive
1272,,0.251,0.58,0.168,-0.3167,negative
1273,,0.0,1.0,0.0,0.0,neutral
1275,,0.181,0.819,0.0,-0.4767,negative
1276,,0.0,1.0,0.0,0.0,neutral
1278,,0.427,0.402,0.171,-0.7269,negative
1281,,0.179,0.67,0.151,-0.128,negative
1282,['The United States'],0.26,0.548,0.192,-0.25,negative
1284,,0.0,1.0,0.0,0.0,neutral
1286,"['Malaysia', 'China']",0.0,0.87,0.13,0.2023,positive
1287,,0.444,0.556,0.0,-0.8402,negative
1288,,0.0,1.0,0.0,0.0,neutral
1289,['Michigan'],0.31,0.69,0.0,-0.7034,negative
1294,"['Warsaw', 'London']",0.272,0.728,0.0,-0.4767,negative
1295,,0.0,1.0,0.0,0.0,neutral
1299,,0.252,0.748,0.0,-0.4019,negative
1300,,0.0,0.657,0.343,0.7783,positive
1302,,0.13,0.87,0.0,-0.2732,negative
1303,,0.167,0.833,0.0,-0.1027,negative
1305,['U.S.'],0.075,0.925,0.0,-0.0572,negative
1306,,0.417,0.583,0.0,-0.5106,negative
1308,,0.778,0.222,0.0,-0.5423,negative
1309,,0.0,0.592,0.408,0.7845,positive
1310,,0.0,1.0,0.0,0.0,neutral
1311,,0.195,0.805,0.0,-0.4404,negative
1312,"['Russia', 'Tokyo']",0.098,0.671,0.232,0.4939,positive
1314,,0.093,0.61,0.297,0.7184,positive
1316,,0.0,1.0,0.0,0.0,neutral
1317,,0.0,0.87,0.13,0.2023,positive
1320,,0.0,1.0,0.0,0.0,neutral
1322,,0.444,0.556,0.0,-0.6808,negative
1324,,0.0,1.0,0.0,0.0,neutral
1325,,0.177,0.64,0.182,0.0258,neutral
1329,,0.0,1.0,0.0,0.0,neutral
1330,"['Pakistan', 'Balochistan']",0.368,0.632,0.0,-0.5423,negative
1331,,0.0,1.0,0.0,0.0,neutral
1336,,0.0,1.0,0.0,0.0,neutral
1338,['United States'],0.0,0.741,0.259,0.4215,positive
1339,['Saudi Arabia'],0.0,0.748,0.252,0.4019,positive
1341,,0.0,0.676,0.324,0.3382,positive
1342,,0.0,1.0,0.0,0.0,neutral
1343,,0.298,0.702,0.0,-0.7783,negative
1344,"['North Korea', 'Israel']",0.319,0.539,0.142,-0.5574,negative
1345,,0.0,0.556,0.444,0.6808,positive
1349,,0.383,0.617,0.0,-0.4767,negative
1352,,0.0,1.0,0.0,0.0,neutral
1353,"['US', 'Russia']",0.196,0.804,0.0,-0.296,negative
1354,,0.0,0.818,0.182,0.4404,positive
1356,,0.0,1.0,0.0,0.0,neutral
1357,,0.211,0.789,0.0,-0.34,negative
1358,,0.0,0.5,0.5,0.25,positive
1360,,0.0,1.0,0.0,0.0,neutral
1362,,0.0,1.0,0.0,0.0,neutral
1369,,0.0,1.0,0.0,0.0,neutral
1371,"['America', 'Philippines', 'Russia', 'China']",0.119,0.881,0.0,-0.3182,negative
1372,['California'],0.434,0.566,0.0,-0.7845,negative
1376,,0.0,1.0,0.0,0.0,neutral
1377,,0.0,1.0,0.0,0.0,neutral
1378,,0.155,0.845,0.0,-0.296,negative
1379,,0.0,0.859,0.141,0.2023,positive
1381,['Russia'],0.464,0.536,0.0,-0.6369,negative
1382,,0.0,1.0,0.0,0.0,neutral
1386,,0.301,0.613,0.086,-0.5423,negative
1387,,0.655,0.345,0.0,-0.8225,negative
1388,"['Tal Afar', 'Turkey']",0.123,0.877,0.0,-0.2732,negative
1389,,0.0,1.0,0.0,0.0,neutral
1390,,0.191,0.461,0.349,0.34,positive
1391,['America'],0.0,0.635,0.365,0.3182,positive
1392,['Russia'],0.198,0.802,0.0,-0.5719,negative
1395,,0.0,0.798,0.202,0.5106,positive
1396,,0.0,1.0,0.0,0.0,neutral
1398,['America'],0.0,1.0,0.0,0.0,neutral
1402,,0.0,1.0,0.0,0.0,neutral
1403,,0.179,0.474,0.347,0.4939,positive
1404,,0.0,0.769,0.231,0.4019,positive
1405,,0.167,0.833,0.0,-0.34,negative
1410,,0.0,1.0,0.0,0.0,neutral
1411,,0.194,0.486,0.319,0.2023,positive
1413,['Ukraine'],0.464,0.536,0.0,-0.8316,negative
1414,,0.0,0.637,0.363,0.6908,positive
1415,,0.0,1.0,0.0,0.0,neutral
1418,,0.246,0.59,0.165,-0.2732,negative
1419,,0.444,0.464,0.093,-0.743,negative
1420,,0.0,0.796,0.204,0.3182,positive
1422,,0.234,0.702,0.064,-0.5994,negative
1424,,0.0,1.0,0.0,0.0,neutral
1426,,0.0,1.0,0.0,0.0,neutral
1427,,0.314,0.686,0.0,-0.4939,negative
1433,,0.235,0.765,0.0,-0.4717,negative
1435,,0.462,0.538,0.0,-0.8225,negative
1436,,0.111,0.889,0.0,-0.128,negative
1438,,0.0,1.0,0.0,0.0,neutral
1443,,0.211,0.789,0.0,-0.296,negative
1445,,0.529,0.337,0.135,-0.8481,negative
1449,,0.0,1.0,0.0,0.0,neutral
1450,['U.S.'],0.252,0.748,0.0,-0.4019,negative
1451,,0.0,1.0,0.0,0.0,neutral
1453,,0.0,0.901,0.099,0.3182,positive
1455,,0.196,0.536,0.268,0.0516,positive
1458,,0.216,0.784,0.0,-0.296,negative
1461,,0.0,1.0,0.0,0.0,neutral
1462,,0.401,0.515,0.085,-0.8622,negative
1464,,0.0,0.904,0.096,0.2023,positive
1465,,0.0,1.0,0.0,0.0,neutral
1466,,0.532,0.468,0.0,-0.8779,negative
1467,['US'],0.0,1.0,0.0,0.0,neutral
1468,,0.211,0.789,0.0,-0.34,negative
1469,,0.277,0.723,0.0,-0.3182,negative
1470,,0.0,0.882,0.118,0.1531,positive
1471,,0.174,0.826,0.0,-0.2263,negative
1472,,0.0,1.0,0.0,0.0,neutral
1475,,0.0,0.828,0.172,0.3595,positive
1480,,0.0,1.0,0.0,0.0,neutral
1483,,0.187,0.642,0.171,-0.0772,negative
1485,,0.0,1.0,0.0,0.0,neutral
1489,,0.0,0.595,0.405,0.5267,positive
1491,,0.175,0.583,0.242,0.2023,positive
1495,,0.0,1.0,0.0,0.0,neutral
1500,,0.372,0.37,0.259,-0.2103,negative
1505,,0.0,0.828,0.172,0.4019,positive
1507,"['America', 'Florida', 'US']",0.0,0.766,0.234,0.7269,positive
1509,,0.0,1.0,0.0,0.0,neutral
1510,,0.0,1.0,0.0,0.0,neutral
1513,['Tennessee'],0.272,0.564,0.164,-0.2732,negative
1514,,0.325,0.675,0.0,-0.6486,negative
1517,,0.382,0.618,0.0,-0.7783,negative
1518,,0.254,0.746,0.0,-0.5267,negative
1519,,0.0,1.0,0.0,0.0,neutral
1520,,0.0,1.0,0.0,0.0,neutral
1521,,0.0,0.745,0.255,0.34,positive
1522,,0.173,0.827,0.0,-0.3182,negative
1523,['US'],0.0,1.0,0.0,0.0,neutral
1527,,0.0,1.0,0.0,0.0,neutral
1530,,0.328,0.672,0.0,-0.6597,negative
1532,,0.0,1.0,0.0,0.0,neutral
1533,,0.063,0.937,0.0,-0.0387,neutral
1534,,0.0,0.816,0.184,0.4019,positive
1535,,0.328,0.672,0.0,-0.5994,negative
1536,,0.0,1.0,0.0,0.0,neutral
1538,,0.239,0.373,0.388,0.25,positive
1539,,0.2,0.8,0.0,-0.3612,negative
1540,,0.144,0.856,0.0,-0.4019,negative
1542,,0.0,1.0,0.0,0.0,neutral
1547,"['Russia', 'Kuznetsov']",0.0,1.0,0.0,0.0,neutral
1548,,0.193,0.807,0.0,-0.4767,negative
1550,,0.091,0.909,0.0,-0.296,negative
1551,,0.0,1.0,0.0,0.0,neutral
1552,,0.0,1.0,0.0,0.0,neutral
1553,,0.0,0.732,0.268,0.5106,positive
1554,,0.31,0.69,0.0,-0.743,negative
1555,,0.509,0.259,0.233,-0.4939,negative
1556,,0.0,1.0,0.0,0.0,neutral
1560,['California'],0.0,1.0,0.0,0.0,neutral
1561,,0.164,0.836,0.0,-0.3291,negative
1562,,0.236,0.764,0.0,-0.4019,negative
1563,,0.0,0.925,0.075,0.3612,positive
1564,,0.155,0.845,0.0,-0.296,negative
1566,['United States'],0.265,0.605,0.13,-0.4404,negative
1567,['Aliens'],0.0,1.0,0.0,0.0,neutral
1568,,0.0,1.0,0.0,0.0,neutral
1571,,0.091,0.726,0.183,0.368,positive
1574,,0.339,0.661,0.0,-0.6249,negative
1575,,0.389,0.611,0.0,-0.836,negative
1576,,0.242,0.758,0.0,-0.1511,negative
1578,,0.173,0.827,0.0,-0.3182,negative
1580,['D.C.'],0.0,1.0,0.0,0.0,neutral
1581,,0.142,0.858,0.0,-0.765,negative
1582,,0.209,0.593,0.198,-0.0943,negative
1584,,0.0,1.0,0.0,0.0,neutral
1587,,0.0,0.577,0.423,0.5267,positive
1588,,0.0,1.0,0.0,0.0,neutral
1589,,0.0,0.476,0.524,0.296,positive
1590,,0.464,0.536,0.0,-0.8316,negative
1594,,0.0,1.0,0.0,0.0,neutral
1601,,0.0,1.0,0.0,0.0,neutral
1603,,0.213,0.588,0.199,-0.0772,negative
1604,,0.0,1.0,0.0,0.0,neutral
1607,,0.0,1.0,0.0,0.0,neutral
1608,,0.0,0.881,0.119,0.3182,positive
1610,"['Profile', 'Profile']",0.533,0.467,0.0,-0.8402,negative
1611,,0.227,0.773,0.0,-0.6124,negative
1613,,0.0,1.0,0.0,0.0,neutral
1615,,0.0,1.0,0.0,0.0,neutral
1616,,0.0,1.0,0.0,0.0,neutral
1618,,0.0,1.0,0.0,0.0,neutral
1620,,0.0,1.0,0.0,0.0,neutral
1621,,0.0,1.0,0.0,0.0,neutral
1622,['Australia'],0.162,0.838,0.0,-0.4019,negative
1623,,0.169,0.635,0.196,0.128,positive
1625,,0.0,0.678,0.322,0.7371,positive
1628,,0.0,1.0,0.0,0.0,neutral
1629,,0.0,1.0,0.0,0.0,neutral
1631,,0.0,0.823,0.177,0.4215,positive
1633,,0.085,0.915,0.0,-0.0516,negative
1634,,0.233,0.631,0.136,-0.4404,negative
1635,,0.0,1.0,0.0,0.0,neutral
1637,,0.0,0.654,0.346,0.5719,positive
1638,['Saudi Arabia Re-Elected'],0.204,0.796,0.0,-0.3182,negative
1639,,0.621,0.379,0.0,-0.802,negative
1641,,0.0,1.0,0.0,0.0,neutral
1642,['Mosul'],0.0,1.0,0.0,0.0,neutral
1643,,0.0,1.0,0.0,0.0,neutral
1645,,0.0,0.769,0.231,0.4019,positive
1646,['Ethiopia'],0.0,1.0,0.0,0.0,neutral
1650,,0.0,1.0,0.0,0.0,neutral
1651,,0.113,0.887,0.0,-0.1027,negative
1652,"['Russia', 'Syria']",0.0,1.0,0.0,0.0,neutral
1654,,0.0,0.597,0.403,0.6597,positive
1655,['US'],0.52,0.48,0.0,-0.7579,negative
1658,,0.182,0.818,0.0,-0.4404,negative
1659,,0.0,0.805,0.195,0.1779,positive
1661,,0.0,1.0,0.0,0.0,neutral
1662,,0.273,0.727,0.0,-0.4588,negative
1663,,0.0,1.0,0.0,0.0,neutral
1664,,0.096,0.728,0.176,0.743,positive
1665,,0.0,0.83,0.17,0.4724,positive
1666,,0.0,1.0,0.0,0.0,neutral
1667,['Venezuela'],0.593,0.407,0.0,-0.8807,negative
1670,,0.0,1.0,0.0,0.0,neutral
1672,,0.0,1.0,0.0,0.0,neutral
1674,,0.0,1.0,0.0,0.0,neutral
1675,,0.0,1.0,0.0,0.0,neutral
1679,,0.209,0.616,0.175,-0.1779,negative
1680,,0.0,1.0,0.0,0.0,neutral
1681,,0.0,1.0,0.0,0.0,neutral
1683,,0.0,0.761,0.239,0.296,positive
1684,,0.17,0.667,0.163,-0.0258,neutral
1685,['America'],0.188,0.606,0.206,0.0772,positive
1686,,0.0,1.0,0.0,0.0,neutral
1687,,0.0,0.688,0.312,0.6739,positive
1688,['Iran'],0.265,0.612,0.122,-0.34,negative
1689,"['Tsunami', 'New Zealand']",0.238,0.762,0.0,-0.3612,negative
1690,['US'],0.0,1.0,0.0,0.0,neutral
1691,,0.0,1.0,0.0,0.0,neutral
1693,,0.0,1.0,0.0,0.0,neutral
1697,,0.217,0.783,0.0,-0.5574,negative
1699,,0.231,0.769,0.0,-0.34,negative
1701,['Israel'],0.166,0.605,0.229,0.2103,positive
1704,,0.0,1.0,0.0,0.0,neutral
1705,['Miami'],0.0,0.769,0.231,0.7284,positive
1709,,0.0,1.0,0.0,0.0,neutral
1710,,0.223,0.777,0.0,-0.3182,negative
1712,"['Iran', 'Finland', 'Tehran']",0.0,1.0,0.0,0.0,neutral
1719,,0.079,0.743,0.178,0.4588,positive
1721,,0.0,0.769,0.231,0.4019,positive
1724,,0.2,0.8,0.0,-0.3612,negative
1726,,0.295,0.504,0.201,-0.3182,negative
1727,,0.0,0.708,0.292,0.5106,positive
1728,,0.188,0.812,0.0,-0.6597,negative
1729,,0.225,0.775,0.0,-0.4939,negative
1730,['Pakistan'],0.0,1.0,0.0,0.0,neutral
1732,"['Standing Rock', 'North Dakota']",0.0,1.0,0.0,0.0,neutral
1733,,0.135,0.865,0.0,-0.2942,negative
1737,,0.0,1.0,0.0,0.0,neutral
1738,,0.0,1.0,0.0,0.0,neutral
1739,,0.0,1.0,0.0,0.0,neutral
1741,,0.535,0.465,0.0,-0.8805,negative
1749,,0.0,0.769,0.231,0.5106,positive
1751,,0.0,0.927,0.073,0.0258,neutral
1753,,0.0,0.327,0.673,0.8834,positive
1755,,0.0,1.0,0.0,0.0,neutral
1757,['Israel'],0.0,0.791,0.209,0.4404,positive
1759,,0.176,0.672,0.151,-0.0772,negative
1760,,0.247,0.753,0.0,-0.5574,negative
1762,,0.15,0.661,0.189,-0.0258,neutral
1763,,0.202,0.798,0.0,-0.5106,negative
1766,,0.328,0.672,0.0,-0.5267,negative
1767,['FLORIDA'],0.215,0.785,0.0,-0.5093,negative
1768,,0.0,1.0,0.0,0.0,neutral
1769,,0.37,0.37,0.259,-0.0516,negative
1770,,0.196,0.608,0.196,0.0,neutral
1771,,0.0,0.841,0.159,0.1779,positive
1772,,0.142,0.858,0.0,-0.4559,negative
1773,,0.0,1.0,0.0,0.0,neutral
1777,,0.0,0.851,0.149,0.4199,positive
1778,,0.0,0.87,0.13,0.2732,positive
1783,,0.353,0.647,0.0,-0.7184,negative
1784,,0.0,1.0,0.0,0.0,neutral
1786,,0.215,0.661,0.124,-0.2732,negative
1788,,0.081,0.756,0.162,0.3626,positive
1789,,0.0,0.654,0.346,0.5719,positive
1792,,0.0,0.843,0.157,0.4215,positive
1793,,0.0,1.0,0.0,0.0,neutral
1795,,0.0,0.551,0.449,0.6908,positive
1797,,0.623,0.377,0.0,-0.6808,negative
1803,,0.456,0.544,0.0,-0.636,negative
1804,['California'],0.518,0.482,0.0,-0.8221,negative
1808,,0.0,1.0,0.0,0.0,neutral
1809,"['Jerusalem', 'Old City']",0.0,1.0,0.0,0.0,neutral
1810,,0.254,0.746,0.0,-0.1779,negative
1811,,0.0,0.632,0.368,0.5423,positive
1816,['India'],0.155,0.845,0.0,-0.296,negative
1819,,0.2,0.8,0.0,-0.3612,negative
1820,,0.412,0.588,0.0,-0.743,negative
1821,,0.55,0.45,0.0,-0.7269,negative
1822,,0.0,0.783,0.217,0.5574,positive
1825,,0.285,0.715,0.0,-0.6113,negative
1832,['Swansea City'],0.0,0.725,0.275,0.5859,positive
1833,,0.0,1.0,0.0,0.0,neutral
1834,,0.0,0.742,0.258,0.765,positive
1835,,0.286,0.714,0.0,-0.5574,negative
1839,,0.4,0.6,0.0,-0.7184,negative
1840,,0.0,1.0,0.0,0.0,neutral
1844,,0.0,0.872,0.128,0.3612,positive
1845,,0.0,1.0,0.0,0.0,neutral
1846,,0.286,0.714,0.0,-0.5574,negative
1848,['America'],0.326,0.674,0.0,-0.4404,negative
1849,['U.S.'],0.0,1.0,0.0,0.0,neutral
1851,,0.0,1.0,0.0,0.0,neutral
1852,['America'],0.355,0.645,0.0,-0.5267,negative
1853,,0.0,1.0,0.0,0.0,neutral
1855,,0.131,0.739,0.131,0.0,neutral
1856,,0.0,0.644,0.356,0.4137,positive
1858,,0.381,0.619,0.0,-0.5719,negative
1859,,0.0,0.741,0.259,0.4847,positive
1860,,0.233,0.64,0.128,-0.4215,negative
1862,,0.0,0.875,0.125,0.25,positive
1863,,0.583,0.417,0.0,-0.8807,negative
1865,,0.0,1.0,0.0,0.0,neutral
1867,,0.209,0.663,0.128,-0.3818,negative
1868,,0.368,0.632,0.0,-0.5423,negative
1869,,0.0,0.745,0.255,0.34,positive
1870,,0.255,0.745,0.0,-0.34,negative
1871,,0.0,0.73,0.27,0.5719,positive
1873,,0.0,1.0,0.0,0.0,neutral
1874,,0.35,0.583,0.067,-0.8074,negative
1878,,0.0,0.738,0.262,0.6833,positive
1879,['North Carolina'],0.0,1.0,0.0,0.0,neutral
1880,,0.0,1.0,0.0,0.0,neutral
1881,,0.324,0.537,0.14,-0.5319,negative
1884,['Paris'],0.0,0.753,0.247,0.3182,positive
1885,['New Moon'],0.0,1.0,0.0,0.0,neutral
1886,,0.186,0.697,0.116,-0.298,negative
1888,,0.142,0.858,0.0,-0.5106,negative
1889,"['U.S.', 'Syria']",0.0,1.0,0.0,0.0,neutral
1890,,0.145,0.855,0.0,-0.296,negative
1891,,0.193,0.807,0.0,-0.4767,negative
1892,['Britain'],0.0,1.0,0.0,0.0,neutral
1893,,0.301,0.699,0.0,-0.5766,negative
1897,,0.0,1.0,0.0,0.0,neutral
1898,['America'],0.0,1.0,0.0,0.0,neutral
1900,,0.31,0.69,0.0,-0.4019,negative
1901,,0.0,0.891,0.109,0.296,positive
1903,,0.143,0.613,0.243,0.2411,positive
1905,,0.459,0.541,0.0,-0.7783,negative
1906,,0.344,0.656,0.0,-0.6361,negative
1908,,0.159,0.773,0.069,-0.4767,negative
1910,,0.262,0.738,0.0,-0.4939,negative
1913,,0.0,0.752,0.248,0.5106,positive
1915,,0.203,0.45,0.347,0.2342,positive
1916,,0.412,0.588,0.0,-0.5423,negative
1918,['New York'],0.0,1.0,0.0,0.0,neutral
1919,,0.0,0.743,0.257,0.4795,positive
1920,,0.0,1.0,0.0,0.0,neutral
1921,,0.0,0.827,0.173,0.2235,positive
1926,,0.442,0.558,0.0,-0.8271,negative
1927,,0.169,0.61,0.221,0.0258,neutral
1930,,0.0,0.849,0.151,0.4939,positive
1932,,0.0,0.694,0.306,0.4738,positive
1933,,0.505,0.495,0.0,-0.9049,negative
1934,"['Russia', 'France']",0.186,0.814,0.0,-0.1531,negative
1936,,0.464,0.536,0.0,-0.6369,negative
1940,,0.457,0.543,0.0,-0.7096,negative
1942,,0.266,0.734,0.0,-0.7243,negative
1943,,0.222,0.444,0.333,0.25,positive
1944,,0.421,0.579,0.0,-0.6249,negative
1945,,0.0,1.0,0.0,0.0,neutral
1947,"['Morocco', 'Spain']",0.0,1.0,0.0,0.0,neutral
1949,,0.0,1.0,0.0,0.0,neutral
1950,"['Israel', 'Israel']",0.0,1.0,0.0,0.0,neutral
1953,['Mosul'],0.244,0.756,0.0,-0.4404,negative
1956,,0.0,0.758,0.242,0.296,positive
1960,,0.0,0.834,0.166,0.5255,positive
1961,['California'],0.194,0.806,0.0,-0.34,negative
1962,,0.288,0.712,0.0,-0.8271,negative
1964,,0.341,0.659,0.0,-0.4767,negative
1965,,0.195,0.805,0.0,-0.4404,negative
1968,,0.537,0.463,0.0,-0.7003,negative
1969,,0.494,0.506,0.0,-0.8316,negative
1971,,0.19,0.612,0.197,0.0258,neutral
1976,,0.0,0.855,0.145,0.3724,positive
1977,['America'],0.0,1.0,0.0,0.0,neutral
1979,,0.0,1.0,0.0,0.0,neutral
1981,,0.348,0.652,0.0,-0.4939,negative
1982,,0.0,1.0,0.0,0.0,neutral
1983,,0.204,0.796,0.0,-0.3182,negative
1985,,0.315,0.685,0.0,-0.3182,negative
1988,,0.0,0.759,0.241,0.5423,positive
1989,['Standing Rock'],0.429,0.571,0.0,-0.7184,negative
1990,,0.0,1.0,0.0,0.0,neutral
1992,,0.192,0.659,0.148,-0.2023,negative
1993,,0.0,1.0,0.0,0.0,neutral
1994,['Jynxster'],0.283,0.58,0.138,-0.7184,negative
1997,,0.0,1.0,0.0,0.0,neutral
2002,['Russia'],0.0,1.0,0.0,0.0,neutral
2005,['Paris'],0.065,0.688,0.247,0.6705,positive
2007,,0.0,1.0,0.0,0.0,neutral
2008,,0.0,0.533,0.467,0.5423,positive
2011,['Russia'],0.404,0.596,0.0,-0.7269,negative
2012,,0.153,0.612,0.235,0.2023,positive
2014,,0.0,1.0,0.0,0.0,neutral
2015,,0.522,0.323,0.156,-0.7783,negative
2016,,0.0,1.0,0.0,0.0,neutral
2018,,0.0,1.0,0.0,0.0,neutral
2023,,0.0,1.0,0.0,0.0,neutral
2026,,0.435,0.426,0.139,-0.6334,negative
2027,,0.0,1.0,0.0,0.0,neutral
2029,,0.286,0.714,0.0,-0.34,negative
2030,['Germany'],0.0,0.748,0.252,0.4019,positive
2031,,0.192,0.808,0.0,-0.2263,negative
2032,,0.08,0.664,0.255,0.7184,positive
2034,,0.0,1.0,0.0,0.0,neutral
2038,,0.0,0.781,0.219,0.4215,positive
2040,,0.0,1.0,0.0,0.0,neutral
2041,,0.0,1.0,0.0,0.0,neutral
2042,['US'],0.0,1.0,0.0,0.0,neutral
2045,,0.15,0.599,0.251,0.3338,positive
2046,,0.56,0.44,0.0,-0.6249,negative
2052,,0.227,0.567,0.206,-0.0772,negative
2055,['Cleveland'],0.286,0.714,0.0,-0.6124,negative
2056,"['US', 'Russia']",0.0,0.691,0.309,0.7003,positive
2058,,0.174,0.826,0.0,-0.2263,negative
2059,,0.0,0.859,0.141,0.3182,positive
2061,,0.0,0.824,0.176,0.5927,positive
2062,,0.0,1.0,0.0,0.0,neutral
2070,,0.0,1.0,0.0,0.0,neutral
2072,['Florida'],0.278,0.722,0.0,-0.4019,negative
2074,,0.0,0.515,0.485,0.5719,positive
2076,,0.139,0.667,0.194,0.2263,positive
2079,,0.107,0.491,0.402,0.765,positive
2081,,0.0,1.0,0.0,0.0,neutral
2082,,0.0,1.0,0.0,0.0,neutral
2083,,0.0,1.0,0.0,0.0,neutral
2084,,0.0,1.0,0.0,0.0,neutral
2085,,0.0,1.0,0.0,0.0,neutral
2086,"['Abu Dhabi', 'Wales']",0.0,0.879,0.121,0.4019,positive
2088,,0.162,0.676,0.162,0.0,neutral
2093,,0.0,1.0,0.0,0.0,neutral
2094,,0.0,0.709,0.291,0.5719,positive
2096,,0.0,0.619,0.381,0.5719,positive
2098,,0.0,0.725,0.275,0.4648,positive
2101,,0.0,1.0,0.0,0.0,neutral
2107,,0.0,1.0,0.0,0.0,neutral
2110,,0.0,1.0,0.0,0.0,neutral
2114,,0.0,1.0,0.0,0.0,neutral
2115,,0.281,0.719,0.0,-0.5994,negative
2117,,0.436,0.564,0.0,-0.8176,negative
2118,,0.0,0.635,0.365,0.3182,positive
2119,,0.483,0.443,0.074,-0.8519,negative
2120,,0.0,1.0,0.0,0.0,neutral
2121,,0.248,0.752,0.0,-0.4522,negative
2123,,0.516,0.484,0.0,-0.4939,negative
2124,,0.355,0.645,0.0,-0.8689,negative
2125,,0.0,0.841,0.159,0.1779,positive
2127,,0.0,0.808,0.192,0.4754,positive
2129,,0.0,1.0,0.0,0.0,neutral
2130,,0.394,0.606,0.0,-0.5994,negative
2132,,0.353,0.647,0.0,-0.5994,negative
2133,,0.227,0.773,0.0,-0.5719,negative
2135,,0.297,0.633,0.07,-0.5574,negative
2138,,0.0,1.0,0.0,0.0,neutral
2139,,0.0,0.543,0.457,0.6369,positive
2140,,0.0,1.0,0.0,0.0,neutral
2142,,0.248,0.752,0.0,-0.5106,negative
2144,,0.0,1.0,0.0,0.0,neutral
2145,['Britain'],0.306,0.694,0.0,-0.296,negative
2146,['Russia'],0.0,1.0,0.0,0.0,neutral
2148,,0.185,0.684,0.131,-0.3612,negative
2153,,0.286,0.714,0.0,-0.1531,negative
2155,,0.0,0.656,0.344,0.4939,positive
2156,,0.079,0.803,0.118,0.2105,positive
2157,,0.0,1.0,0.0,0.0,neutral
